MESH_ID,グリッド毎人口,グリッド毎鶏舎数,x,y
493140,5943.623336,4.338298274,131.0601318,33.04502096
503160,5963.571581,0.049600753,131.0600915,33.87824877
493007,5964.001921,2.862444626,130.9351499,32.71171745
493150,5969.211731,4.758597008,131.0601301,33.12834851
483132,5969.464098,4.651776193,131.3101334,32.29510152
493110,6310.211725,4.965108687,131.0601359,32.79504495
493133,6417.639316,4.436738796,131.4350991,32.96170522
483077,6680.806926,2.464605804,130.9351535,32.62839292
473133,6684.673163,2.006594102,131.4351331,31.62850353
493123,6695.766306,3.906739558,131.4351013,32.87838093
502904,6906.698044,1.837865366,129.5602434,33.37828237
493131,6925.407555,5.497608049,131.1851229,32.96169757
493134,6929.219383,3.392673869,131.5600883,32.96170904
493144,7045.006822,3.401605508,131.5600857,33.04503395
483122,7057.880058,3.342286961,131.3101365,32.21177701
463067,7114.331066,6.266903974,130.9352067,31.21187062
483037,7282.279649,4.370598929,130.9351662,32.29509196
502905,7335.534681,1.775191821,129.6852368,33.37829127
493041,7422.8408,4.800781082,130.185196,33.04499787
492915,7440.920064,0.136350511,129.6852473,32.79501112
473112,7532.999788,2.253977177,131.3101633,31.46185093
473022,7574.784654,4.644992865,130.310232,31.54515645
483111,7660.836061,4.512895365,131.1851491,32.12844894
483034,7696.712671,1.568569753,130.5601951,32.29508235
483001,7838.716336,2.602230047,130.1852258,32.04510123
483005,7890.694525,4.635331085,130.6851944,32.04511161
483173,7931.735791,1.24332635,131.4351106,32.62840346
493127,7971.683373,1.676792969,131.9350593,32.87839606
493124,8011.510763,2.655362033,131.5600908,32.87838483
493130,8035.505217,2.595354278,131.0601332,32.96169538
473075,8074.962177,6.45168448,130.6851985,31.96178647
483004,8127.0541,3.75760284,130.5602042,32.04510802
473074,8159.039151,10.70781087,130.5602075,31.96178296
473001,8160.782215,1.996820182,130.1852562,31.37850335
483112,8169.850759,3.809300644,131.3101394,32.12845259
493120,8232.479365,5.132338077,131.0601342,32.87837042
493147,8265.906821,0.53563561,131.9350523,33.04504029
483006,8279.819722,7.934011238,130.8101838,32.04511481
483155,8479.050468,8.441193621,131.6850841,32.46175451
493170,8480.825272,1.29270824,131.0601232,33.29500098
473032,8481.868718,4.933087544,130.3102291,31.62848101
493152,8568.47869,4.003254408,131.3101058,33.12835276
483012,8694.994285,14.68743055,130.3102175,32.12842863
503115,8705.800547,2.366046022,131.6850663,33.46165704
483011,8732.212605,9.457917679,130.1852232,32.12842357
483024,8747.758689,1.830588327,130.5601986,32.21175769
483110,8775.142007,7.601664993,131.06016,32.12844495
473073,8788.129259,15.73200068,130.4352172,31.96178047
483007,8855.123233,8.104934242,130.9351723,32.04511669
493160,8892.11533,2.374096448,131.0601264,33.21167587
483073,8916.379225,1.852701145,130.4351877,32.62837727
463076,8922.419117,7.553651745,130.8101979,31.29519391
483025,8956.029801,1.586364772,130.6851885,32.21176054
493172,8969.333315,1.763092231,131.3101025,33.2950057
483165,9087.136395,2.127577471,131.6850814,32.54507925
493125,9096.468847,1.916207622,131.685081,32.87838872
493126,9103.638404,1.914290733,131.8100701,32.87839235
483100,9207.980475,8.233720687,131.0601624,32.04511973
503063,9212.508094,0.832004469,130.4351548,33.87824482
493162,9274.678713,2.534151303,131.3101047,33.21167922
503125,9337.403308,2.456161065,131.6850545,33.54497358
502927,9371.268722,1.175700953,129.935207,33.54493256
492945,9472.047116,3.761044519,129.6852406,33.04498761
483064,9510.870335,0.369066037,130.5601809,32.54505626
483124,9603.857094,18.97640866,131.5601032,32.21177834
493136,9652.361982,1.874782704,131.8100675,32.96171692
473110,9658.404409,7.733853205,131.0601851,31.46184745
473012,9681.71159,3.273911878,130.3102347,31.46183181
493114,9771.94796,1.905698311,131.5600936,32.79506016
473077,9802.230584,8.531199596,130.9351759,31.96179209
502906,9820.858922,2.246135223,129.8102247,33.37829971
483014,9858.368052,3.055565113,130.560201,32.12843295
483101,10046.20213,6.131372744,131.1851523,32.04512358
483027,10297.52401,5.21806283,130.935168,32.21176675
483017,10329.42613,6.770850356,130.9351701,32.12844177
483123,10329.80251,17.12331891,131.4351261,32.21177979
493051,10337.7659,1.195469289,130.185194,33.12832212
473076,10389.98106,7.594149722,130.810187,31.96178949
473121,10495.08555,5.893341384,131.1851712,31.54517306
473122,10578.71963,3.173568923,131.3101614,31.54517531
483054,10623.20117,0.403954718,130.560181,32.46172979
473131,10760.06525,6.576624822,131.1851685,31.62849658
493135,10970.91825,2.018616751,131.6850781,32.96171337
483134,10989.55645,16.22859984,131.5601065,32.29510667
493057,10999.4885,2.55570223,130.9351392,33.12834757
503007,11072.03166,2.290846458,130.9351317,33.37832291
503170,11126.38192,0,131.060106,33.96158946
493022,11155.1162,6.129242101,130.3101902,32.87834665
473051,11163.71376,2.232323999,130.1852347,31.79512788
473045,11187.32067,1.572536301,130.6851946,31.71181296
493077,11223.67098,2.424328448,130.9351337,33.29499793
493067,11251.67108,2.437006746,130.9351364,33.21167292
503134,11252.19512,4.788523584,131.5600735,33.62831042
493174,11288.45733,0.392766479,131.5600714,33.29499692
473170,11313.62459,9.449079642,131.0601648,31.96179438
473036,11389.68777,3.426611568,130.8101875,31.62849029
473063,11398.9515,10.56396632,130.4352199,31.87845646
473132,11462.60033,3.440608052,131.3101596,31.6285
493115,11504.63562,2.069781761,131.6850833,32.79506401
463073,11629.72439,11.65462592,130.4352433,31.29518464
503124,11672.80937,5.100275261,131.560076,33.54498508
493106,11903.91716,1.768764711,131.8100725,32.71173882
473142,11952.54696,3.593311894,131.3101562,31.71182462
473037,12008.56514,10.08753665,130.9351914,31.62849135
503114,12064.18318,3.729139321,131.5600793,33.4616598
493143,12080.77526,4.050527128,131.4350971,33.04503046
503075,12107.47422,0.424431492,130.6851229,33.96156519
493156,12127.54729,0.974843563,131.8100551,33.12835937
483133,12139.01074,16.80665267,131.435122,32.29510476
483044,12246.94737,1.200787083,130.5601881,32.3784072
503123,12252.54525,4.966559344,131.4350854,33.54498275
473120,12256.69393,8.641217887,131.0601826,31.54517079
492947,12423.02902,2.716622594,129.9352187,33.04499774
493017,12454.1829,2.971493595,130.9351472,32.7950429
483015,12629.16659,3.290967904,130.6851912,32.12843612
502916,12674.78535,1.936557996,129.810224,33.46161876
503113,12893.93862,3.599851397,131.4350887,33.46165743
483026,12980.70399,4.603315337,130.810178,32.21176361
473003,13067.46704,11.48555273,130.43524,31.3785079
503027,13098.32315,2.369034042,130.9351281,33.54497119
503017,13168.69335,1.675369592,130.9351299,33.46164675
483057,13307.87947,0.578419082,130.9351592,32.46174283
483102,13395.91446,6.013069993,131.3101424,32.0451269
493001,13428.02372,5.485434167,130.1852105,32.71170075
503131,13448.83626,0.75010015,131.185095,33.628287
473002,13571.83019,5.574729582,130.3102524,31.37850488
473047,13617.24719,9.296671034,130.9351869,31.71181544
483045,13773.65407,1.269392467,130.685182,32.3784107
503100,13777.58807,2.084933926,131.0601211,33.37832561
483143,13797.30032,15.61057935,131.4351183,32.378429
483023,13840.20753,3.036815011,130.4352045,32.21175546
492935,13905.91906,5.026769767,129.685246,32.96166774
463077,13906.38361,4.019955564,130.9352037,31.29519441
503122,13959.15479,3.279664025,131.3100873,33.54497194
503102,14088.79128,3.527279493,131.3100998,33.3783309
503101,14276.83293,2.160698492,131.1851104,33.37832856
483114,14309.49798,13.88782631,131.5601063,32.12845389
493066,14329.00882,2.08413043,130.8101464,33.21166899
493116,14364.23219,2.252507236,131.8100726,32.79506748
483164,14411.00164,7.102507143,131.5601028,32.54508202
503112,14631.27621,3.623219524,131.3100982,33.46165528
473130,14678.1274,12.04906944,131.0601795,31.6284943
503037,15096.0545,3.343790588,130.9351263,33.6282964
493047,15316.75347,2.7914686,130.9351406,33.0450202
493065,15434.31499,2.047235802,130.6851567,33.21166664
493052,15467.05469,0.892593938,130.3101839,33.1283195
483016,15496.24607,4.87762347,130.8101806,32.12843926
493145,15502.41321,1.943919207,131.6850751,33.04503791
492946,15522.0751,1.157173077,129.810233,33.0449952
473143,15613.14324,2.319892584,131.4351314,31.71182788
473053,15639.35563,4.327837517,130.4352235,31.79513177
473062,15726.67779,4.157662385,130.3102305,31.8784538
483175,15888.33388,2.331917219,131.6850891,32.62841297
473072,15893.0594,10.57076087,130.3102261,31.96177817
503130,16017.82404,3.525838453,131.0601072,33.6282905
493105,16153.47878,2.37083231,131.685086,32.71173868
483174,16153.52686,2.370839367,131.5601001,32.62840815
493104,16153.60751,2.370851205,131.5600972,32.71173443
493056,16247.17414,2.869532686,130.8101484,33.12834426
503042,16531.568,0.111040667,130.3101626,33.71158659
473052,16642.83074,4.140087247,130.3102338,31.79512908
503121,16650.31585,3.077206086,131.1851057,33.54497659
483003,16821.98381,28.46136797,130.4352136,32.04510517
503016,17001.49925,2.052229848,130.81014,33.46164453
483154,17150.11074,18.50630527,131.5601052,32.46175687
473027,17258.93331,10.73725872,130.9351945,31.54516785
483013,17347.79168,15.354006,130.4352113,32.12843025
493146,17421.02296,1.031409189,131.810065,33.04504188
493055,17495.94386,3.807864275,130.685158,33.12834173
473026,17668.91769,7.138832055,130.8101965,31.54516647
483002,18292.29054,29.6868674,130.3102235,32.04510332
473064,18323.94584,7.580283457,130.5602116,31.87845841
493045,18522.35931,4.800705941,130.6851602,33.04501679
503111,18597.9061,2.849878435,131.1851086,33.46165234
473046,18646.46791,3.943375031,130.8101915,31.71181231
492964,18647.31069,0.862460396,129.5602478,33.2116348
503110,18647.64318,2.840221432,131.060119,33.46164938
493037,18665.45706,2.626755641,130.9351424,32.96169369
483076,18837.825,2.932608039,130.8101631,32.62839014
493031,18992.17597,8.861691195,130.1851989,32.96167275
483067,19082.10731,1.009606349,130.9351558,32.5450682
473016,19159.84637,7.692844756,130.8102072,31.46183977
483071,19162.05978,8.798431175,130.1852085,32.62837342
483055,19217.71408,0.729072063,130.6851788,32.46173595
493021,19303.27751,2.865414382,130.1852021,32.87835158
493175,19412.69328,0.729812693,131.6850602,33.295
473006,19426.92104,6.827365883,130.8102034,31.3785154
492974,19499.8757,1.699165982,129.560248,33.29497007
493046,19716.77156,3.973516813,130.8101503,33.04501869
483066,19779.62385,1.235129789,130.8101672,32.54506539
493011,19801.47738,6.060640454,130.1852043,32.79502711
483113,19823.42533,18.61212832,131.4351293,32.12845501
473017,20065.86534,11.91473494,130.9351974,31.46184409
492955,20228.2461,1.043366604,129.6852386,33.12831238
483144,20410.24349,21.90942834,131.5601079,32.37843243
493036,20883.12786,3.176233717,130.8101527,32.96169226
473007,21041.1669,7.996631963,130.9352009,31.3785191
502917,21115.75255,2.742256223,129.9352069,33.46162047
473057,21437.51747,15.22313152,130.9351834,31.79514076
493004,21507.53803,0.731617899,130.560173,32.71170512
473141,21696.26925,7.298702288,131.1851659,31.7118214
473067,21783.56033,14.10545902,130.935179,31.8784668
503120,22569.84943,2.660485958,131.060117,33.54497352
503104,22589.83674,5.668319759,131.5600712,33.37832195
503006,22660.08869,3.935985958,130.8101419,33.37831997
473065,22814.792,4.998869597,130.6852018,31.87846109
483074,22921.48908,3.299787786,130.5601804,32.628383
493014,22924.89245,0.506916438,130.5601711,32.79503012
473066,22969.79267,4.931321257,130.8101914,31.87846403
473056,23139.47753,4.893561523,130.8101941,31.79513823
473042,23168.32745,4.543153266,130.3102319,31.7118034
503140,23423.29285,0.963735695,131.0601043,33.71160916
473014,23761.21643,0.585982912,130.560213,31.46183679
492976,24020.54978,5.268716376,129.8102272,33.29497526
492977,24346.54745,5.976349421,129.9352169,33.29497822
493076,24847.41131,5.367681265,130.8101445,33.29499473
493027,24923.43081,2.60961171,130.9351447,32.87836852
473140,25136.41846,16.85042142,131.0601762,31.71181856
493070,25406.64953,4.539900155,130.0602058,33.2949806
493050,25780.58992,4.758201935,130.0602091,33.12833084
503010,25884.23321,3.96712737,130.0602036,33.46162431
493040,26061.16412,4.436131284,130.0602117,33.04500557
463064,26185.67451,7.646688187,130.5602264,31.21186521
463072,26196.2339,6.219482008,130.310255,31.29518126
483065,26510.47237,1.961957761,130.6851747,32.54506168
502907,26683.8547,4.4841298,129.9352149,33.37830331
503077,27192.974,0,130.9351167,33.96158695
473160,27220.71199,19.05152736,131.0601686,31.87846963
503000,28095.06904,3.524660524,130.0602039,33.37830574
493054,28172.23481,2.582487731,130.5601677,33.12833983
473171,28214.80941,8.22558557,131.1851555,31.96179756
473150,28322.8117,19.43613362,131.0601722,31.7951443
492967,28410.53228,7.031417086,129.9352181,33.21165316
473055,28483.89768,4.239262973,130.6852053,31.79513618
492936,28623.76787,2.077894491,129.8102314,32.9616656
493002,29030.40959,14.16035053,130.3101995,32.71170401
492957,29195.28721,4.900245131,129.9352197,33.12832802
503103,29678.29936,4.951859874,131.4350912,33.37833252
493060,30075.13977,4.760944185,130.0602076,33.21165516
473151,31034.63468,16.72014547,131.1851628,31.79514705
493010,31314.29019,2.004912973,130.0602194,32.79502622
503015,31491.39165,5.891214925,130.6851506,33.46164204
503026,31976.16923,3.020958766,130.8101384,33.54496934
503053,32019.53218,2.169845113,130.4351636,33.79492902
503076,32618.06472,0.720670754,130.8101194,33.96157578
493163,33431.28024,3.127272722,131.4350933,33.21168041
473054,33746.2632,3.408077582,130.5602149,31.79513451
493006,34041.38266,2.656723884,130.8101598,32.71171527
493044,34113.23237,6.767574403,130.5601698,33.0450147
483075,34808.52203,6.208212935,130.6851716,32.62838765
492937,34937.13291,2.374389534,129.9352216,32.96166854
463074,35068.90607,6.46520004,130.5602255,31.29518644
473035,37571.04534,0.926551493,130.6851904,31.62849026
473161,38315.15667,15.4265361,131.1851592,31.87847228
503064,38938.04821,3.610875284,130.560144,33.87824701
492927,40068.75462,4.283435194,129.9352279,32.87834787
493061,40172.31673,8.155698847,130.1851978,33.21165216
473025,40433.39147,2.416749986,130.6852014,31.54515997
503002,41448.05734,2.74318935,130.3101831,33.37831035
493024,41682.34782,4.447797217,130.5601691,32.87835918
473004,41754.51447,1.505260899,130.5602151,31.37851331
493064,42291.05254,4.813393864,130.5601659,33.2116644
473013,43034.58572,7.530202539,130.4352374,31.46183164
493071,44457.62786,3.939149692,130.1851959,33.29498238
492906,44882.28271,0.822441595,129.8102393,32.71169183
493012,45062.81893,28.82948115,130.3101941,32.79502782
483103,45751.09451,12.4092473,131.435133,32.04513
493153,45824.44138,4.624698885,131.4350946,33.12835536
473163,46795.03015,1.383956529,131.4351255,31.87847665
493020,48192.87165,3.081804431,130.0602165,32.87835456
493034,48345.19709,6.031599563,130.5601718,32.96168936
503011,48535.09477,5.312546982,130.1851914,33.46163292
492975,48618.573,4.398930013,129.6852375,33.29497215
503025,49616.98889,4.459661928,130.6851485,33.54496693
492966,50367.54187,10.44876248,129.8102286,33.21165057
503045,50504.70814,6.190339473,130.6851446,33.71161609
473153,50734.64627,1.640140253,131.4351285,31.79515185
493072,50866.11085,2.883255958,130.3101851,33.29498455
492907,50981.4617,0.934329116,129.935232,32.71169848
473172,51544.49339,3.638135749,131.3101461,31.96180067
503001,52054.22947,3.113336118,130.1851934,33.37830796
503021,52625.89963,8.150396302,130.1851891,33.54495737
493033,52835.91091,2.930431052,130.4351772,32.96167818
493030,53834.06943,5.91467943,130.0602148,32.96167968
493035,54549.7423,5.16940281,130.6851626,32.96169102
492925,55573.01064,1.591044015,129.685244,32.87834298
473152,55663.93449,2.60171013,131.3101536,31.7951494
503044,56246.56154,5.481679955,130.5601546,33.71161379
492956,56390.56859,2.969828755,129.8102305,33.12832499
492965,56903.10938,4.153986604,129.6852395,33.21164805
473173,57574.47051,1.780357234,131.4351307,31.96180493
503005,58057.66712,4.994215962,130.6851523,33.37831689
473024,58315.88154,1.438146493,130.5602175,31.54516157
493075,60989.95906,4.220317983,130.6851542,33.29499169
473043,61094.31583,6.499832932,130.4352279,31.71180633
503035,62068.24473,3.150202017,130.6851466,33.62829171
493062,62866.90218,2.931903479,130.3101819,33.21165325
492926,65952.51613,1.463061089,129.8102333,32.8783446
493053,67206.83473,4.422521326,130.4351725,33.12833166
503031,67702.89342,2.911616286,130.1851814,33.62826757
493166,68164.32185,2.74263097,131.8100594,33.21168607
493167,68164.32185,2.74263097,131.9350344,33.21167978
473162,68526.21882,2.191682001,131.3101501,31.87847475
503047,69825.2426,2.69877111,130.9351242,33.71162124
473033,70312.7225,8.372951421,130.4352314,31.62848129
503003,71126.55428,4.279538516,130.4351734,33.37831293
503046,71456.63582,5.754747325,130.8101346,33.71161869
503036,72296.5006,4.270103261,130.8101368,33.62829413
503034,73648.11405,2.159284735,130.5601565,33.62828941
493073,77804.43337,4.621256662,130.4351746,33.29498716
493173,78801.97489,3.354377955,131.4350916,33.29500711
493155,79857.83497,3.255565862,131.6850732,33.12836265
473023,81120.51123,7.245554714,130.4352348,31.54515635
493164,81143.29375,3.602433524,131.5600823,33.21168367
493154,81656.43659,3.748675139,131.560084,33.12835893
503054,85478.54693,7.705196674,130.5601533,33.79493808
503032,86084.43772,0.550298641,130.3101768,33.62827772
473044,89205.99817,3.007759623,130.5602189,31.71180918
492916,93063.53617,3.034756685,129.8102363,32.79502014
473034,97138.60593,2.395566041,130.5602224,31.62848356
493043,97976.13047,3.291990925,130.4351753,33.04500243
503014,101149.4975,7.119659656,130.5601609,33.46164043
493165,101270.0491,3.813792628,131.6850715,33.2116875
493005,102959.2898,4.798173424,130.6851682,32.71171335
492917,103417.4876,6.128448664,129.9352303,32.79502648
503057,105251.1743,1.514826749,130.9351136,33.79493706
493063,112001.871,7.794110992,130.4351755,33.21166182
493026,113052.173,3.261068077,130.8101551,32.87836662
503004,117609.3075,5.300619905,130.5601628,33.37831509
493025,118081.8127,5.520618929,130.6851649,32.87836509
493074,127756.0525,6.742399115,130.560164,33.29498924
503043,131832.3454,4.330267815,130.4351648,33.7116047
503012,141012.7017,3.579403923,130.3101809,33.46163553
503013,142363.2145,3.571030539,130.4351708,33.46163793
503055,143131.1895,7.317791884,130.6851428,33.79494014
503024,151503.8444,2.857932241,130.5601586,33.5449646
503065,167095.0008,5.806898996,130.6851405,33.87825772
503067,183054.6318,0.560544275,130.9351185,33.87826284
503056,185067.5389,2.868556374,130.8101321,33.79494275
493016,194291.3984,2.185092086,130.8101573,32.79504077
503066,266858.5048,1.3340533,130.8101299,33.87826678
503022,269996.418,3.727623384,130.3101788,33.54496033
493015,274118.3733,4.782871944,130.6851662,32.79503911
503033,388538.8928,1.170941778,130.4351666,33.62828684
503023,712282.395,0.780108536,130.4351687,33.54496262
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
